"","SeqId","TargetFullName","Target","UniProt","EntrezGeneSymbol","Units","Dilution","PlateScale_Reference","c"
"802","12671-35","Sulfotransferase family cytosolic 1B member 1","ST1B1","O43704","SULT1B1","RFU",20,"809.8","SULT1B1.12671.35"
"803","12675-14","Aspartate--tRNA ligase, cytoplasmic","SYDC","P14868","DARS","RFU",20,"5650.9","DARS.12675.14"
"804","12676-1","Protein kinase C and casein kinase substrate in neurons protein 1","PACN1","Q9BY11","PACSIN1","RFU",20,"1444.1","PACSIN1.12676.1"
"805","12677-164","Protein flightless-1 homolog","FLII","Q13045","FLII","RFU",20,"877.9","FLII.12677.164"
"806","12678-66","U1 small nuclear ribonucleoprotein A","SNRPA","P09012","SNRPA","RFU",20,"549.1","SNRPA.12678.66"
"807","12681-63","Ubiquitin carboxyl-terminal hydrolase 21","UBP21","Q9UK80","USP21","RFU",20,"2368.7","USP21.12681.63"
"808","12682-5","Kynurenine--oxoglutarate transaminase 3","KAT3","Q6YP21","CCBL2","RFU",20,"514.1","CCBL2.12682.5"
"809","12683-156","Dihydropyrimidinase-related protein 5","DPYL5","Q9BPU6","DPYSL5","RFU",20,"469.4","DPYSL5.12683.156"
"810","12684-5","Adseverin","ADSV","Q9Y6U3","SCIN","RFU",20,"2802.5","SCIN.12684.5"
"811","12685-57","Homer protein homolog 2","HOME2","Q9NSB8","HOMER2","RFU",20,"181.6","HOMER2.12685.57"
"812","12686-15","3-mercaptopyruvate sulfurtransferase","THTM","P25325","MPST","RFU",20,"802.2","MPST.12686.15"
"813","12687-2","2,4-dienoyl-CoA reductase, mitochondrial","DECR","Q16698","DECR1","RFU",20,"2052.8","DECR1.12687.2"
"814","12688-115","Ribosomal protein S6 kinase alpha-6","KS6A6","Q9UK32","RPS6KA6","RFU",20,"1620.6","RPS6KA6.12688.115"
"815","12690-33","Septin-10","SEP10","Q9P0V9","SEPT10","RFU",20,"3358.9","SEPT10.12690.33"
"816","12691-44","Serine hydroxymethyltransferase, mitochondrial","GLYM","P34897","SHMT2","RFU",20,"5122.8","SHMT2.12691.44"
"817","12692-56","Histone-lysine N-methyltransferase, H3 lysine-79 specific","DOT1L","Q8TEK3","DOT1L","RFU",20,"310.0","DOT1L.12692.56"
"818","12693-2","SH3 domain-binding glutamic acid-rich-like protein","SH3L1","O75368","SH3BGRL","RFU",20,"668.6","SH3BGRL.12693.2"
"819","12694-28","Probable dimethyladenosine transferase","DIM1","Q9UNQ2","DIMT1","RFU",20,"121.0","DIMT1.12694.28"
"820","12695-62","Kelch-like protein 12","KLH12","Q53G59","KLHL12","RFU",20,"250.5","KLHL12.12695.62"
"822","12697-30","Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha","PI42A","P48426","PIP4K2A","RFU",20,"1956.8","PIP4K2A.12697.30"
"823","12698-72","Importin subunit alpha-3","IMA4","O00629","KPNA4","RFU",20,"703.9","KPNA4.12698.72"
"824","12700-9","ATP-citrate synthase","ACLY","P53396","ACLY","RFU",20,"709.5","ACLY.12700.9"
"825","12701-1","Eukaryotic translation initiation factor 1b","EIF1B","O60739","EIF1B","RFU",20,"1336.4","EIF1B.12701.1"
"826","12702-13","E3 ubiquitin-protein ligase pellino homolog 2","PELI2","Q9HAT8","PELI2","RFU",20,"811.5","PELI2.12702.13"
"827","12703-6","Serine/threonine-protein kinase Nek7","NEK7","Q8TDX7","NEK7","RFU",20,"2427.2","NEK7.12703.6"
"828","12704-26","SH2 domain-containing protein 3C","SH2D3","Q8N5H7","SH2D3C","RFU",0.5,"736.3","SH2D3C.12704.26"
"829","12705-9","Probable E3 ubiquitin-protein ligase HERC1","HERC1","Q15751","HERC1","RFU",20,"307.9","HERC1.12705.9"
"830","12707-26","Dihydropyrimidinase-related protein 3","DPYL3","Q14195","DPYSL3","RFU",0.5,"693.6","DPYSL3.12707.26"
"831","12708-91","Lethal(3)malignant brain tumor-like protein 2","LMBL2","Q969R5","L3MBTL2","RFU",20,"650.6","L3MBTL2.12708.91"
"832","12709-63","Histone H1x","H1X","Q92522","H1FX","RFU",20,"1140.3","H1FX.12709.63"
"833","12711-19","Gap junction alpha-8 protein","CXA8","P48165","GJA8","RFU",20,"404.6","GJA8.12711.19"
"834","12712-9","High mobility group protein 20A","HM20A","Q9NP66","HMG20A","RFU",20,"464.4","HMG20A.12712.9"
"835","12713-365","Regulator of G-protein signaling 19","RGS19","P49795","RGS19","RFU",20,"2509.5","RGS19.12713.365"
"836","12714-38","AP-1 complex subunit gamma-like 2","AP1G2","O75843","AP1G2","RFU",20,"1182.5","AP1G2.12714.38"
"837","12716-3","Zinc finger protein 175","ZN175","Q9Y473","ZNF175","RFU",20,"2084.4","ZNF175.12716.3"
"838","12717-65","TOX high mobility group box family member 3","TOX3","O15405","TOX3","RFU",20,"620.5","TOX3.12717.65"
"839","12718-43","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4","PIN4","Q9Y237","PIN4","RFU",20,"2129.2","PIN4.12718.43"
"840","12720-71","Ubiquilin-4","UBQL4","Q9NRR5","UBQLN4","RFU",20,"2673.3","UBQLN4.12720.71"
"841","12721-4","Tax1-binding protein 1","TAXB1","Q86VP1","TAX1BP1","RFU",20,"765.3","TAX1BP1.12721.4"
"842","12724-81","Cold-inducible RNA-binding protein","CIRBP","Q14011","CIRBP","RFU",20,"5661.0","CIRBP.12724.81"
"843","12726-3","Regulatory factor X-associated protein","RFXAP","O00287","RFXAP","RFU",20,"565.8","RFXAP.12726.3"
"844","12727-7","Prostaglandin F2 receptor negative regulator","FPRP","Q9P2B2","PTGFRN","RFU",20,"6317.5","PTGFRN.12727.7"
"845","12729-12","Proteasome assembly chaperone 3","PSMG3","Q9BT73","PSMG3","RFU",20,"713.8","PSMG3.12729.12"
"846","12730-3","Kinetochore protein NDC80 homolog","KNTC2","O14777","NDC80","RFU",0.5,"4879.8","NDC80.12730.3"
"847","12731-12","Pleckstrin homology domain-containing family A member 7","PKHA7","Q6IQ23","PLEKHA7","RFU",20,"145.4","PLEKHA7.12731.12"
"848","12732-13","MAGUK p55 subfamily member 7","MPP7","Q5T2T1","MPP7","RFU",20,"3840.4","MPP7.12732.13"
"849","12734-112","Kinesin-like protein KIF22","KIF22","Q14807","KIF22","RFU",20,"248.8","KIF22.12734.112"
"850","12735-39","Cold shock domain-containing protein E1","CSDE1","O75534","CSDE1","RFU",20,"523.6","CSDE1.12735.39"
"851","12737-12","Plastin-1","PLSI","Q14651","PLS1","RFU",20,"1816.2","PLS1.12737.12"
"852","12738-43","Nischarin","NISCH","Q9Y2I1","NISCH","RFU",20,"2499.8","NISCH.12738.43"
"853","12740-55","Protein FEV","FEV","Q99581","FEV","RFU",20,"428.0","FEV.12740.55"
"854","12742-160","Transmembrane protein 8B","TMM8B","A6NDV4","TMEM8B","RFU",20,"2911.6","TMEM8B.12742.160"
"855","12743-18","BAG family molecular chaperone regulator 5","BAG5","Q9UL15","BAG5","RFU",20,"448.9","BAG5.12743.18"
"856","12746-4","Cytohesin-4","CYH4","Q9UIA0","CYTH4","RFU",0.5,"907.8","CYTH4.12746.4"
"857","12747-89","RNA-binding protein 3","RBM3","P98179","RBM3","RFU",20,"11889.4","RBM3.12747.89"
"858","12748-6","Bromodomain testis-specific protein","BRDT","Q58F21","BRDT","RFU",20,"643.6","BRDT.12748.6"
"859","12750-9","Integrin beta-2","LFA-1 beta-2","P05107","ITGB2","RFU",20,"1146.1","ITGB2.12750.9"
"860","12751-26","Zinc fingers and homeoboxes protein 1","ZHX1","Q9UKY1","ZHX1","RFU",20,"303.4","ZHX1.12751.26"
"861","12753-6","Amyloid beta A4 precursor protein-binding family B member 2","APBB2","Q92870","APBB2","RFU",20,"610.8","APBB2.12753.6"
"862","12754-14","Cold shock domain-containing protein C2","CSDC2","Q9Y534","CSDC2","RFU",20,"2243.1","CSDC2.12754.14"
"863","12756-3","Transcription regulator protein BACH2","BACH2","Q9BYV9","BACH2","RFU",20,"1896.2","BACH2.12756.3"
"864","12758-47","Glutamate receptor ionotropic, delta-2","GRID2","O43424","GRID2","RFU",20,"2754.9","GRID2.12758.47"
"865","12759-47","Interleukin enhancer-binding factor 3","DRBP76","Q12906","ILF3","RFU",20,"539.8","ILF3.12759.47"
"866","12760-34","Zinc finger protein 774","ZN774","Q6NX45","ZNF774","RFU",20,"499.1","ZNF774.12760.34"
"867","12761-12","Amyloid beta A4 precursor protein-binding family B member 2","APBB2","Q92870","APBB2","RFU",20,"1140.8","APBB2.12761.12"
"868","12763-69","Zinc finger protein 334","ZN334","Q9HCZ1","ZNF334","RFU",20,"1661.6","ZNF334.12763.69"
"869","12764-3","Engulfment and cell motility protein 1","ELMO1","Q92556","ELMO1","RFU",20,"392.3","ELMO1.12764.3"
"870","12766-33","Probable G-protein coupled receptor 142","GP142","Q7Z601","GPR142","RFU",20,"1619.0","GPR142.12766.33"
"871","12768-3","Protein phosphatase 1 regulatory subunit 3B","PPR3B","Q86XI6","PPP1R3B","RFU",0.5,"1525.7","PPP1R3B.12768.3"
"872","12771-19","Zinc finger protein 180","ZN180","Q9UJW8","ZNF180","RFU",20,"241.0","ZNF180.12771.19"
"873","12772-8","Nuclear pore complex protein Nup98-Nup96","NUP98","P52948","NUP98","RFU",20,"342.4","NUP98.12772.8"
"874","12774-12","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1","HCN1","O60741","HCN1","RFU",20,"611.3","HCN1.12774.12"
"875","12775-6","High mobility group protein B3","HMGB3","O15347","HMGB3","RFU",20,"3114.5","HMGB3.12775.6"
"876","12777-11","Splicing factor 1","SF01","Q15637","SF1","RFU",20,"573.9","SF1.12777.11"
"877","12779-30","PR domain zinc finger protein 4","PRDM4","Q9UKN5","PRDM4","RFU",20,"2999.6","PRDM4.12779.30"
"878","12781-2","RISC-loading complex subunit TARBP2","TRBP2","Q15633","TARBP2","RFU",20,"441.8","TARBP2.12781.2"
"879","12783-29","Heterogeneous nuclear ribonucleoprotein M","HNRPM","P52272","HNRNPM","RFU",20,"1736.8","HNRNPM.12783.29"
"880","12784-10","Amyloid beta A4 precursor protein-binding family B member 3","APBB3","O95704","APBB3","RFU",20,"2792.9","APBB3.12784.10"
"881","12785-49","Transcriptional regulator Kaiso","KAISO","Q86T24","ZBTB33","RFU",20,"148.4","ZBTB33.12785.49"
"882","12786-61","Glycerophosphocholine phosphodiesterase GPCPD1","GDE5","Q9NPB8","GPCPD1","RFU",20,"430.4","GPCPD1.12786.61"
"883","12787-47","Zinc finger protein 134","ZN134","P52741","ZNF134","RFU",20,"351.4","ZNF134.12787.47"
"884","12788-6","SAGA-associated factor 29 homolog","SGF29","Q96ES7","CCDC101","RFU",20,"292.9","CCDC101.12788.6"
"885","12790-10","Coiled-coil domain-containing protein 51","CCD51","Q96ER9","CCDC51","RFU",20,"606.9","CCDC51.12790.10"
"886","12793-4","Piwi-like protein 1","PIWL1","Q96J94","PIWIL1","RFU",20,"543.7","PIWIL1.12793.4"
"887","12794-6","NACHT, LRR and PYD domains-containing protein 4","NALP4","Q96MN2","NLRP4","RFU",20,"707.4","NLRP4.12794.6"
"888","12795-2","Zinc finger protein 566","ZN566","Q969W8","ZNF566","RFU",20,"806.4","ZNF566.12795.2"
"889","12796-44","Diphosphoinositol polyphosphate phosphohydrolase 1","NUDT3","O95989","NUDT3","RFU",20,"237.2","NUDT3.12796.44"
"890","12798-46","Electroneutral sodium bicarbonate exchanger 1","S4A8","Q2Y0W8","SLC4A8","RFU",20,"418.4","SLC4A8.12798.46"
"891","12799-65","DnaJ homolog subfamily C member 27","DJC27","Q9NZQ0","DNAJC27","RFU",20,"548.3","DNAJC27.12799.65"
"892","12800-5","Tubulin polymerization-promoting protein family member 2","TPPP2","P59282","TPPP2","RFU",20,"6501.8","TPPP2.12800.5"
"893","12801-33","Interferon regulatory factor 2","IRF2","P14316","IRF2","RFU",20,"405.8","IRF2.12801.33"
"894","12803-9","Zinc finger protein 329","ZN329","Q86UD4","ZNF329","RFU",20,"375.3","ZNF329.12803.9"
"895","12804-5","Glucocorticoid modulatory element-binding protein 2","GMEB2","Q9UKD1","GMEB2","RFU",20,"289.9","GMEB2.12804.5"
"896","12807-89","Rho GTPase-activating protein 30","RHG30","Q7Z6I6","ARHGAP30","RFU",0.5,"920.7","ARHGAP30.12807.89"
"897","12808-103","Calcium-regulated heat-stable protein 1","CHSP1","Q9Y2V2","CARHSP1","RFU",20,"1131.3","CARHSP1.12808.103"
"898","12811-55","Zinc finger protein 415","ZN415","Q09FC8","ZNF415","RFU",20,"550.4","ZNF415.12811.55"
"899","12812-25","Acylphosphatase-2","ACYP2","P14621","ACYP2","RFU",20,"5579.8","ACYP2.12812.25"
"900","12813-18","EH domain-binding protein 1","EHBP1","Q8NDI1","EHBP1","RFU",20,"945.8","EHBP1.12813.18"
"901","12814-17","RNA-binding protein 40","RBM40","Q96LT9","RNPC3","RFU",20,"423.7","RNPC3.12814.17"
"902","12815-9","Isoleucine--tRNA ligase, cytoplasmic","SYIC","P41252","IARS","RFU",20,"343.4","IARS.12815.9"
"903","12817-1","GTP-binding protein GEM","GEM","P55040","GEM","RFU",0.5,"3207.1","GEM.12817.1"
"904","12820-1","GRB2-related adapter protein","GRAP","Q13588","GRAP","RFU",20,"1361.8","GRAP.12820.1"
"905","12821-6","NACHT, LRR and PYD domains-containing protein 10","NAL10","Q86W26","NLRP10","RFU",20,"1368.0","NLRP10.12821.6"
"906","12822-34","Amyloid beta A4 precursor protein-binding family B member 1","APBB1","O00213","APBB1","RFU",20,"1336.7","APBB1.12822.34"
"907","12825-18","DCC-interacting protein 13-alpha","DP13A","Q9UKG1","APPL1","RFU",20,"385.2","APPL1.12825.18"
"908","12826-5","Sodium/iodide cotransporter","SC5A5","Q92911","SLC5A5","RFU",20,"2132.3","SLC5A5.12826.5"
"909","12827-37","Regulator of G-protein signaling 3","RGS3","P49796","RGS3","RFU",20,"609.8","RGS3.12827.37"
"910","12830-4","Histone deacetylase complex subunit SAP18","SAP18","O00422","SAP18","RFU",20,"967.8","SAP18.12830.4"
"911","12831-21","Calcineurin B homologous protein 3","TESC","Q96BS2","TESC","RFU",20,"2274.2","TESC.12831.21"
"912","12832-10","Set1/Ash2 histone methyltransferase complex subunit ASH2","ASH2L","Q9UBL3","ASH2L","RFU",20,"810.3","ASH2L.12832.10"
"913","12834-3","Potassium voltage-gated channel subfamily F member 1","KCNF1","Q9H3M0","KCNF1","RFU",20,"1100.1","KCNF1.12834.3"
"914","12835-101","Pyrin domain-containing protein 1","PYDC1","Q8WXC3","PYDC1","RFU",20,"469.9","PYDC1.12835.101"
"915","12838-28","Dual specificity protein phosphatase 15","DUS15","Q9H1R2","DUSP15","RFU",20,"246.0","DUSP15.12838.28"
"916","12842-43","Syntaxin-10","STX10","O60499","STX10","RFU",20,"6250.2","STX10.12842.43"
"917","12843-6","Zinc finger protein 410","ZN410","Q86VK4","ZNF410","RFU",20,"333.3","ZNF410.12843.6"
"918","12844-10","BAG family molecular chaperone regulator 4","BAG4","O95429","BAG4","RFU",20,"372.4","BAG4.12844.10"
"919","12846-3","F-box/LRR-repeat protein 5","FBXL5","Q9UKA1","FBXL5","RFU",20,"358.1","FBXL5.12846.3"
"920","12847-27","mRNA-capping enzyme","MCE1","O60942","RNGTT","RFU",20,"728.5","RNGTT.12847.27"
"921","12848-9","Rho guanine nucleotide exchange factor 2","ARHG2","Q92974","ARHGEF2","RFU",20,"813.5","ARHGEF2.12848.9"
"922","12849-25","GSK3-beta interaction protein","GSKIP","Q9P0R6","GSKIP","RFU",20,"398.3","GSKIP.12849.25"
"923","12851-5","DNA-directed DNA/RNA polymerase mu","DPOLM","Q9NP87","POLM","RFU",20,"616.7","POLM.12851.5"
"924","12853-112","Tropomodulin-2","TMOD2","Q9NZR1","TMOD2","RFU",20,"204.2","TMOD2.12853.112"
"925","12854-3","Transcriptional enhancer factor TEF-5","TEAD3","Q99594","TEAD3","RFU",20,"674.6","TEAD3.12854.3"
"927","12856-14","Transmembrane protein 237","TM237","Q96Q45","TMEM237","RFU",20,"924.0","TMEM237.12856.14"
"928","12859-33","Enoyl-CoA delta isomerase 2, mitochondrial","PECI","O75521","ECI2","RFU",20,"842.6","ECI2.12859.33"
"929","12860-7","cAMP-regulated phosphoprotein 21","cAMP-regulated phosphoprotein 21","Q9UBL0","ARPP21","RFU",20,"461.4","ARPP21.12860.7"
"930","12861-13","Tropomodulin-3","TMOD3","Q9NYL9","TMOD3","RFU",20,"8247.6","TMOD3.12861.13"
"931","12862-14","Enhancer of filamentation 1","CASL","Q14511","NEDD9","RFU",20,"593.2","NEDD9.12862.14"
"932","12864-9","Magnesium transporter NIPA4","NIPA4","Q0D2K0","NIPAL4","RFU",20,"1092.9","NIPAL4.12864.9"
"933","12867-40","Dynein light chain Tctex-type 3","DYLT3","P51808","DYNLT3","RFU",20,"2151.9","DYNLT3.12867.40"
"934","12869-68","Probable ATP-dependent RNA helicase DDX6","DDX6","P26196","DDX6","RFU",20,"5071.4","DDX6.12869.68"
"935","12871-10","Twinfilin-1","TWF1","Q12792","TWF1","RFU",20,"7012.7","TWF1.12871.10"
"936","12872-35","Cyclic nucleotide-gated olfactory channel","CNGA2","Q16280","CNGA2","RFU",20,"343.5","CNGA2.12872.35"
"937","12873-11","Leukosialin","LEUK","P16150","SPN","RFU",20,"749.9","SPN.12873.11"
"938","12875-28","Ubiquitin domain-containing protein 2","UBTD2","Q8WUN7","UBTD2","RFU",20,"656.1","UBTD2.12875.28"
"939","12876-39","Sperm flagellar protein 1","SPEF1","Q9Y4P9","SPEF1","RFU",20,"151.7","SPEF1.12876.39"
"940","12878-60","Oxysterol-binding protein-related protein 11","OSB11","Q9BXB4","OSBPL11","RFU",20,"2625.3","OSBPL11.12878.60"
"941","12879-5","Retinoblastoma-like protein 1","p107","P28749","RBL1","RFU",20,"672.2","RBL1.12879.5"
"942","12880-1","Synaptic vesicle glycoprotein 2A","SV2A","Q7L0J3","SV2A","RFU",20,"687.8","SV2A.12880.1"
"943","12881-17","Retinol dehydrogenase 16","RDH16","O75452","RDH16","RFU",20,"3353.7","RDH16.12881.17"
"944","12885-42","Nuclear receptor subfamily 1 group D member 2","NR1D2","Q14995","NR1D2","RFU",20,"337.6","NR1D2.12885.42"
"945","12888-18","Histone deacetylase complex subunit SAP30","SAP30","O75446","SAP30","RFU",20,"467.6","SAP30.12888.18"
"946","12891-1","MICAL-like protein 2","MILK2","Q8IY33","MICALL2","RFU",20,"2879.7","MICALL2.12891.1"
"947","12892-10","Synaptotagmin-like protein 1","SYTL1","Q8IYJ3","SYTL1","RFU",20,"551.3","SYTL1.12892.10"
"948","12893-159","Gamma-interferon-inducible protein 16","IP16","Q16666","IFI16","RFU",20,"2046.4","IFI16.12893.159"
"949","12894-3","PAX-interacting protein 1","PAXI1","Q6ZW49","PAXIP1","RFU",20,"1987.0","PAXIP1.12894.3"
"950","12895-28","Diacylglycerol kinase beta","DGKB","Q9Y6T7","DGKB","RFU",20,"1805.3","DGKB.12895.28"
"951","12904-180","cubilin","cubilin","O60494","CUBN","RFU",20,"125.0","CUBN.12904.180"
"956","12923-51","Keratin, type I cytoskeletal 17","Keratin 17","Q04695","KRT17","RFU",20,"1324.9","KRT17.12923.51"
"957","12931-16","Mineralocorticoid receptor","MCR","P08235","NR3C2","RFU",20,"379.9","NR3C2.12931.16"
"958","12934-1","E3 ISG15--protein ligase HERC5","HERC5","Q9UII4","HERC5","RFU",0.5,"1030.9","HERC5.12934.1"
"959","12936-38","Retinaldehyde-binding protein 1","RLBP1","P12271","RLBP1","RFU",20,"808.4","RLBP1.12936.38"
"960","12940-35","Aldehyde dehydrogenase family 3 member B1","AL3B1","P43353","ALDH3B1","RFU",20,"446.2","ALDH3B1.12940.35"
"962","12954-71","Peroxisome proliferator-activated receptor alpha","PPARa","Q07869","PPARA","RFU",20,"1071.0","PPARA.12954.71"
"963","12956-40","KIF1-binding protein","KBP","Q96EK5","KIAA1279","RFU",20,"443.7","KIAA1279.12956.40"
"964","12957-62","Cytochrome b-c1 complex subunit 7","UCR6","P14927","UQCRB","RFU",20,"298.5","UQCRB.12957.62"
"966","12960-9","Glucokinase","HXK4","P35557","GCK","RFU",0.5,"3746.1","GCK.12960.9"
"967","12963-1","Protein GPR107","GP107","Q5VW38","GPR107","RFU",20,"118.4","GPR107.12963.1"
"968","12968-2","Cysteine and glycine-rich protein 2","CSRP2","Q16527","CSRP2","RFU",20,"1738.8","CSRP2.12968.2"
"969","12970-35","Double-stranded RNA-binding protein Staufen homolog 2","STAU2","Q9NUL3","STAU2","RFU",20,"198.9","STAU2.12970.35"
"970","12975-11","Keratin, type I cytoskeletal 20","Keratin 20","P35900","KRT20","RFU",20,"854.2","KRT20.12975.11"
"971","12976-49","Vinexin b","Vinexin b","O60504","SORBS3","RFU",20,"467.9","SORBS3.12976.49"
"972","12980-31","Pre-mRNA-splicing factor RBM22","RBM22","Q9NW64","RBM22","RFU",20,"724.3","RBM22.12980.31"
"973","12987-12","Serine/arginine-rich splicing factor 7","SRSF7","Q16629","SRSF7","RFU",20,"1971.2","SRSF7.12987.12"
"974","12988-49","RNA-binding protein EWS","EWS","Q01844","EWSR1","RFU",20,"2318.2","EWSR1.12988.49"
"975","12990-39","Mitogen-activated protein kinase kinase kinase 3","MAP3K3","Q99759","MAP3K3","RFU",20,"261.9","MAP3K3.12990.39"
"976","12991-49","Cullin-9","CUL9","Q8IWT3","CUL9","RFU",20,"254.9","CUL9.12991.49"
"977","12993-21","Nuclear protein localization protein 4 homolog","NPL4","Q8TAT6","NPLOC4","RFU",20,"1411.1","NPLOC4.12993.21"
"978","13013-41","E3 ubiquitin-protein ligase parkin","PRKN2","O60260","PARK2","RFU",20,"1386.5","PARK2.13013.41"
"981","13025-4","Fibroblast growth factor receptor substrate 2","FRS2","Q8WU20","FRS2","RFU",20,"451.3","FRS2.13025.4"
"982","13027-20","Chromobox protein homolog 7","CBX7","O95931","CBX7","RFU",20,"443.4","CBX7.13027.20"
"984","13032-1","Beclin-1","BECN1","Q14457","BECN1","RFU",20,"218.1","BECN1.13032.1"
"985","13041-47","TNF receptor-associated factor 4","TRAF4","Q9BUZ4","TRAF4","RFU",20,"410.5","TRAF4.13041.47"
"986","13042-7","Potassium voltage-gated channel subfamily A member 10","KCA10","Q16322","KCNA10","RFU",20,"3364.4","KCNA10.13042.7"
"987","13043-157","ATPase family AAA domain-containing protein 2","ATAD2","Q6PL18","ATAD2","RFU",20,"173.1","ATAD2.13043.157"
"988","13044-5","Tumor susceptibility gene 101 protein","TS101","Q99816","TSG101","RFU",20,"1639.6","TSG101.13044.5"
"989","13053-6","Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)","S6A14","Q9UN76","SLC6A14","RFU",20,"1947.2","SLC6A14.13053.6"
"990","13055-53","PH and SEC7 domain-containing protein 1","PSD1","A5PKW4","PSD","RFU",20,"987.3","PSD.13055.53"
"991","13056-18","Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5","S6A16","Q9GZN6","SLC6A16","RFU",20,"262.9","SLC6A16.13056.18"
"992","13059-33","Riboflavin kinase","RIFK","Q969G6","RFK","RFU",20,"882.4","RFK.13059.33"
"993","13062-4","Glia maturation factor gamma","GMFG","O60234","GMFG","RFU",20,"2155.8","GMFG.13062.4"
"994","13066-42","Enhancer of mRNA-decapping protein 4","EDC4","Q6P2E9","EDC4","RFU",0.5,"2670.3","EDC4.13066.42"
"995","13067-5","cGMP-dependent protein kinase 1, beta isozyme","KGP1B","Q13976","PRKG1","RFU",0.5,"2095.8","PRKG1.13067.5"
"996","13073-14","Acidic leucine-rich nuclear phosphoprotein 32 family member A","AN32A","P39687","ANP32A","RFU",20,"1442.2","ANP32A.13073.14"
"997","13076-4","Fragile X mental retardation syndrome-related protein 1","FXR1","P51114","FXR1","RFU",20,"3206.5","FXR1.13076.4"
"998","13078-3","Centrin-2","CETN2","P41208","CETN2","RFU",0.5,"3390.7","CETN2.13078.3"
